,Date,RealE_SUM
874,2022-06-28T13:12:00Z,202967646.53927717
875,2022-06-28T13:13:00Z,202972635.15022707
876,2022-06-28T13:14:00Z,202977797.9932429
877,2022-06-28T13:15:00Z,202982771.9317257
878,2022-06-28T13:16:00Z,202987151.17590928
879,2022-06-28T13:17:00Z,202991259.49452016
880,2022-06-28T13:18:00Z,202996014.96080428
881,2022-06-28T13:19:00Z,203001003.68312016
882,2022-06-28T13:20:00Z,203005346.84472823
883,2022-06-28T13:21:00Z,203009576.6636163
884,2022-06-28T13:22:00Z,203013946.10759413
885,2022-06-28T13:23:00Z,203018322.12216422
886,2022-06-28T13:24:00Z,203022448.45422146
887,2022-06-28T13:25:00Z,203026627.35101825
888,2022-06-28T13:26:00Z,203031476.44824457
889,2022-06-28T13:27:00Z,203035594.5670612
890,2022-06-28T13:28:00Z,203039793.17563543
891,2022-06-28T13:29:00Z,203044292.38881382
892,2022-06-28T13:30:00Z,203048737.39460483
893,2022-06-28T13:31:00Z,203053735.97280952
894,2022-06-28T13:32:00Z,203058764.11868006
895,2022-06-28T13:33:00Z,203064155.2897835
896,2022-06-28T13:34:00Z,203069370.69753885
897,2022-06-28T13:35:00Z,203075831.23256308
898,2022-06-28T13:36:00Z,203081820.32757926
899,2022-06-28T13:37:00Z,203087735.50343043
900,2022-06-28T13:38:00Z,203093745.9528718
901,2022-06-28T13:39:00Z,203099610.2066315
902,2022-06-28T13:40:00Z,203105648.581091
903,2022-06-28T13:41:00Z,203111782.22914082
904,2022-06-28T13:42:00Z,203117725.33000994
905,2022-06-28T13:43:00Z,203123707.85443354
906,2022-06-28T13:44:00Z,203129621.3876365
907,2022-06-28T13:45:00Z,203135534.9208395
908,2022-06-28T13:46:00Z,203141448.45404246
909,2022-06-28T13:47:00Z,203147222.3621559
910,2022-06-28T13:48:00Z,203152651.3141658
911,2022-06-28T13:49:00Z,203159157.84333727
912,2022-06-28T13:50:00Z,203165818.7814312
913,2022-06-28T13:51:00Z,203172517.5004314
914,2022-06-28T13:52:00Z,203179170.22528484
915,2022-06-28T13:53:00Z,203185806.52365705
916,2022-06-28T13:54:00Z,203192454.32056627
917,2022-06-28T13:55:00Z,203197584.31061956
918,2022-06-28T13:56:00Z,203202883.4934289
919,2022-06-28T13:57:00Z,203208008.55553812
920,2022-06-28T13:58:00Z,203214538.08178294
921,2022-06-28T13:59:00Z,203220541.96063206
922,2022-06-28T14:00:00Z,203226498.20268604
923,2022-06-28T14:01:00Z,203232418.3064813
924,2022-06-28T14:02:00Z,203238413.97208992
925,2022-06-28T14:03:00Z,203244343.93177402
926,2022-06-28T14:04:00Z,203250342.88267887
927,2022-06-28T14:05:00Z,203256290.91149205
928,2022-06-28T14:06:00Z,203262281.64915627
929,2022-06-28T14:07:00Z,203268195.18235928
930,2022-06-28T14:08:00Z,203274179.34943104
931,2022-06-28T14:09:00Z,203280120.80765197
932,2022-06-28T14:10:00Z,203286034.34085494
